Date,Close,High,Low,Open,Volume,resistance,support,near_resistance,near_support,intended_direction,triangle_pattern,triangle_breakout_direction,multiple_top_bottom_pattern,channel_pattern,has_event
2010-02-05,80.02366638183594,80.18872069603596,78.4631060322486,79.94863492872223,493585800,,,False,False,,,,,,False
2010-02-08,79.44597625732422,80.52636534439445,79.38595336935417,80.08370370073743,224166900,,,False,False,,,,,,False
2010-02-09,80.44379425048828,81.14154422577934,79.73103569881543,80.37626710495961,337820500,,,False,False,,,,,,False
2010-02-10,80.28626251220703,80.72891833801314,79.61101947580272,80.31627394983572,240511500,,,False,False,,,,,,False
2010-02-11,81.12654113769531,81.21657542979288,79.7160382394041,80.18120682909885,223591600,,,False,False,,,,,,False
2010-02-12,81.05902862548828,81.10404291443957,79.91111846446417,80.27124422426606,304622100,,,False,False,,,,,,False
2010-02-16,82.33450317382812,82.41703320643626,80.8939883350087,81.67426863706017,159317500,,,False,False,,,,,,False
2010-02-17,82.72463989257812,82.83718135794413,82.33449690918889,82.73213845926495,168845100,,,False,False,,,,,,False
2010-02-18,83.2123031616211,83.38486175484019,82.5595673405983,82.58957877509202,193708600,,,False,False,,,,,,False
2010-02-19,83.3848648071289,83.7074805846259,82.7996561233195,82.99472759262132,222684900,,,False,False,,,,,,False
2010-02-22,83.39988708496094,83.71499862429124,83.15229699373127,83.69249147492437,132346900,,,False,False,,,,,,False
2010-02-23,82.38700866699219,83.42988175968098,82.16943004507993,83.17479313515393,207497000,,,False,False,,,,,,False
2010-02-24,83.144775390625,83.27982398280419,82.42451814036792,82.63459245618093,176350700,,,False,False,,,,,,False
2010-02-25,83.0322265625,83.09224942571002,81.73426505913126,81.9593422100259,259634700,,,False,False,,,,,,False
2010-02-26,83.08475494384766,83.36986071570058,82.612087719491,83.10726208918426,173589300,,,False,False,,,,,,False
2010-03-01,83.94757843017578,84.0301084589114,83.40738395994157,83.42989110885185,147709700,,,False,False,,,,,,False
2010-03-02,84.1801528930664,84.58529871185335,84.03010143015113,84.30770293305044,160992400,,,False,False,,,,,,False
2010-03-03,84.25518798828125,84.75786670726824,84.04510791738986,84.39773516697961,150785000,,,False,False,,,,,,False
2010-03-04,84.5102767944336,84.63032254946073,84.05261237056179,84.36772389136303,135770400,,,False,False,,,,,,False
2010-03-05,85.71821594238281,85.78573739118222,84.85540562177574,85.05798141636807,176118800,,,False,False,,,,,,False
2010-03-08,85.73316192626953,85.92072901396725,85.58311054574867,85.72566336410877,114631200,,,False,False,,,,,,False
2010-03-09,85.87574768066406,86.27338914323623,85.4330919314899,85.4781062180919,154556700,,,False,False,,,,,,False
2010-03-10,86.2583999633789,86.490981446487,85.83825129090071,85.91327702182947,186088800,,,False,False,,,,,,False
2010-03-11,86.6185073852539,86.64102025144312,85.79321307193192,86.0558059365214,160791100,,,False,False,,,,,,False
2010-03-12,86.62601470947266,87.00865331076557,86.38592897856434,86.99364473278017,162074800,,,False,False,,,,,,False
2010-03-15,86.64855194091797,86.70857482551173,85.98081309108005,86.47599330283258,146816800,,,False,False,,,,,,False
2010-03-16,87.33876037597656,87.42128464626805,86.648508993467,86.88859468874593,168673000,87.42128464626805,78.4631060322486,False,False,,,,,,False
2010-03-17,87.85647583007812,88.14158163910601,87.34629281424039,87.60138718420762,177468100,88.14158163910601,78.4631060322486,False,False,,,,,,False
2010-03-18,87.81143951416016,87.98399809036769,87.45881234874223,87.8639580883227,196509100,88.14158163910601,78.4631060322486,False,False,,,,,,False
2010-03-19,87.3669662475586,88.36139901095075,87.02795155124232,87.3669662475586,226641100,88.36139901095075,78.4631060322486,False,False,,,,,,False
2010-03-22,87.83403778076172,87.99224807512151,86.81700526764389,86.86974011654134,184477800,88.36139901095075,78.4631060322486,False,False,,,,,,False
